ANO,LITORAL,ENTIDAD,MES,GRUPO,NOMBREPRINCIPALESPECIE,ORIGEN,ORIGEN DEL CAMARÓN,TIPOGUA,DESTINO,ACUACULTURA,PESO DESEMBARCADO (KG),PESO VIVO (KG),VALOR (PESOS)
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,BAGRE,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,557,557,"5,876"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,BANDERA,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"96,340","96,857","984,800"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,BERRUGATA,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"13,099","13,267","115,572"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,BESUGO,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"10,308","10,348","555,845"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,BONITO,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"34,908","35,108","408,474"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,BONITO,CAPTURA,NO APLICA,SALOBRE / MARINA,USO INDUSTRIAL,NO APLICA,600,600,"3,000"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,CABRILLA,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,723,729,"91,035"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,CAMARÓN,ACUACULTURA,CULTIVO,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,SISTEMAS CONTROLADOS,75,75,"8,025"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,CAMARÓN,CAPTURA,MAR ABIERTO,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"288,647","293,435","9,628,001"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,CAZÓN,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"23,650","23,755","474,530"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,CHARAL,CAPTURA,NO APLICA,DULCE,CONSUMO HUMANO DIRECTO,NO APLICA,"50,000","50,000","250,000"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,CINTILLA,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,634,634,"6,158"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,CORVINA,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"160,450","163,281","4,873,526"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,ESMEDREGAL,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"3,729","3,736","272,216"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,FAUNA DE ACOMPAÑAMIENTO,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO INDIRECTO,NO APLICA,456,538,"2,736"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,GUACHINANGO,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"63,959","65,840","3,425,136"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,JAIBA,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"180,149","182,255","2,822,430"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,JUREL,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"370,305","370,435","5,098,126"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,LANGOSTA,ACUACULTURA,NO APLICA,DULCE,CONSUMO HUMANO DIRECTO,SISTEMAS CONTROLADOS,"2,500","2,500","39,063"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,LEBRANCHA,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,300,330,"3,000"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,LISA,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"40,573","41,235","406,814"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,MERO,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"97,254","98,456","7,372,408"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,MOJARRA,ACUACULTURA,NO APLICA,DULCE,CONSUMO HUMANO DIRECTO,SISTEMAS CONTROLADOS,"141,091","141,091","7,252,613"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,MOJARRA,CAPTURA,NO APLICA,DULCE,CONSUMO HUMANO DIRECTO,NO APLICA,"1,702","1,702","55,270"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,MOJARRA,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"5,056","5,146","50,078"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,OTRAS,CAPTURA,NO APLICA,DULCE,CONSUMO HUMANO DIRECTO,NO APLICA,600,600,"6,000"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,OTRAS,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"213,637","210,421","9,130,132"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,PÁMPANO,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"3,408","3,438","108,494"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,PARGO,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"34,226","35,423","1,202,016"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,PECES DE ORNATO,ACUACULTURA,NO APLICA,SALOBRE / MARINA,USO INDUSTRIAL,SISTEMAS CONTROLADOS,"5,000","5,000","73,125"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,PETO,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"13,245","13,335","367,240"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,RAYA Y SIMILARES,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"54,185","55,011","1,156,425"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,ROBALO,CAPTURA,NO APLICA,DULCE,CONSUMO HUMANO DIRECTO,NO APLICA,100,100,"3,000"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,ROBALO,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"171,672","172,909","10,716,580"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,RONCO,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,42,42,840
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,RUBIA Y VILLAJAIBA,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"24,182","24,213","1,938,402"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,RUBIO,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"204,144","207,844","4,560,284"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,SARDINA,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,598,694,"2,428"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,SARDINA,CAPTURA,NO APLICA,SALOBRE / MARINA,USO INDUSTRIAL,NO APLICA,"1,100","1,100","5,500"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,SIERRA,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"27,773","27,970","777,509"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,TIBURÓN,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"28,945","28,945","562,510"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,BAGRE,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,612,612,"7,236"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,BAGRE,CAPTURA,NO APLICA,DULCE,CONSUMO HUMANO DIRECTO,NO APLICA,77,77,385
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,BANDERA,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"66,936","66,936","700,348"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,BERRUGATA,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"5,068","5,068","43,653"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,BESUGO,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"3,003","3,003","196,910"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,BONITO,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"23,942","23,942","243,008"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,CAMARÓN,CAPTURA,MAR ABIERTO,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"45,703","45,703","2,509,787"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,CARPA,CAPTURA,NO APLICA,DULCE,CONSUMO HUMANO DIRECTO,NO APLICA,"1,538","1,538","4,614"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,CAZÓN,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"4,474","4,474","97,620"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,CINTILLA,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,112,112,"1,214"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,CORVINA,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"33,411","33,411","704,378"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,ESMEDREGAL,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,707,707,"41,414"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,FAUNA DE ACOMPAÑAMIENTO,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO INDIRECTO,NO APLICA,331,391,"1,986"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,GUACHINANGO,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"15,859","15,859","632,197"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,JAIBA,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"61,975","61,975","576,262"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,JUREL,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"139,595","139,595","1,459,185"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,LANGOSTINO,CAPTURA,NO APLICA,DULCE,CONSUMO HUMANO DIRECTO,NO APLICA,"1,174","1,174","41,090"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,LISA,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"6,723","6,723","63,399"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,MERO,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"7,021","7,021","269,792"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,MOJARRA,ACUACULTURA,NO APLICA,DULCE,CONSUMO HUMANO DIRECTO,SISTEMAS CONTROLADOS,"59,913","59,913","2,306,616"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,MOJARRA,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"1,160","1,160","15,712"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,MOJARRA,CAPTURA,NO APLICA,DULCE,CONSUMO HUMANO DIRECTO,NO APLICA,"1,274","1,274","14,014"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,OTRAS,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"46,730","46,730","1,137,137"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,OTRAS,CAPTURA,NO APLICA,DULCE,CONSUMO HUMANO DIRECTO,NO APLICA,525,525,"3,958"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,PÁMPANO,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"2,921","2,921","45,445"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,PARGO,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"3,924","3,924","128,015"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,PETO,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"8,504","8,504","274,950"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,PULPO,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"14,082","14,082","958,973"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,RAYA Y SIMILARES,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"6,693","6,693","109,586"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,ROBALO,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"39,088","39,088","2,369,366"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,ROBALO,CAPTURA,NO APLICA,DULCE,CONSUMO HUMANO DIRECTO,NO APLICA,782,782,"23,460"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,RONCO,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,270,270,"2,670"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,RUBIA Y VILLAJAIBA,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"2,484","2,484","197,737"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,RUBIO,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"37,138","37,138","672,485"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,SIERRA,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"35,882","35,882","893,932"
2022,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,TIBURÓN,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"8,190","8,190","637,725"
2022,GOLFO Y CARIBE,CAMPECHE,FEBRERO,ANIMAL,ANCHOVETA,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,200,200,"2,076"
2022,GOLFO Y CARIBE,CAMPECHE,FEBRERO,ANIMAL,BAGRE,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,116,116,"1,820"
2022,GOLFO Y CARIBE,CAMPECHE,FEBRERO,ANIMAL,BANDERA,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"120,105","121,093","1,381,721"
2022,GOLFO Y CARIBE,CAMPECHE,FEBRERO,ANIMAL,BERRUGATA,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"11,415","11,661","100,848"
2022,GOLFO Y CARIBE,CAMPECHE,FEBRERO,ANIMAL,BESUGO,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"9,483","9,484","585,479"
2022,GOLFO Y CARIBE,CAMPECHE,FEBRERO,ANIMAL,BONITO,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"51,849","52,154","458,675"
2022,GOLFO Y CARIBE,CAMPECHE,FEBRERO,ANIMAL,CABRILLA,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,330,330,"33,000"
2022,GOLFO Y CARIBE,CAMPECHE,FEBRERO,ANIMAL,CAMARÓN,CAPTURA,MAR ABIERTO,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"228,545","244,748","12,204,375"
2022,GOLFO Y CARIBE,CAMPECHE,FEBRERO,ANIMAL,CAZÓN,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"18,223","18,810","406,949"
2022,GOLFO Y CARIBE,CAMPECHE,FEBRERO,ANIMAL,CHARAL,CAPTURA,NO APLICA,DULCE,CONSUMO HUMANO DIRECTO,NO APLICA,"30,000","30,000","150,000"
2022,GOLFO Y CARIBE,CAMPECHE,FEBRERO,ANIMAL,CINTILLA,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"1,510","1,510","13,906"
2022,GOLFO Y CARIBE,CAMPECHE,FEBRERO,ANIMAL,CORVINA,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"93,904","95,427","2,200,949"
2022,GOLFO Y CARIBE,CAMPECHE,FEBRERO,ANIMAL,ESMEDREGAL,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"17,747","17,883","1,089,698"
2022,GOLFO Y CARIBE,CAMPECHE,FEBRERO,ANIMAL,FAUNA DE ACOMPAÑAMIENTO,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO INDIRECTO,NO APLICA,"4,972","5,867","19,401"
2022,GOLFO Y CARIBE,CAMPECHE,FEBRERO,ANIMAL,GUACHINANGO,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"71,048","73,696","4,537,486"
2022,GOLFO Y CARIBE,CAMPECHE,FEBRERO,ANIMAL,JAIBA,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"173,510","173,810","2,440,656"
2022,GOLFO Y CARIBE,CAMPECHE,FEBRERO,ANIMAL,JUREL,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"378,926","379,159","4,776,652"
2022,GOLFO Y CARIBE,CAMPECHE,FEBRERO,ANIMAL,LANGOSTINO,CAPTURA,NO APLICA,DULCE,CONSUMO HUMANO DIRECTO,NO APLICA,300,300,"2,100"
2022,GOLFO Y CARIBE,CAMPECHE,FEBRERO,ANIMAL,LEBRANCHA,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,419,419,"4,190"
2022,GOLFO Y CARIBE,CAMPECHE,FEBRERO,ANIMAL,LISA,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"25,669","26,134","253,979"
2022,GOLFO Y CARIBE,CAMPECHE,FEBRERO,ANIMAL,MERO,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,583,583,"24,589"
2022,GOLFO Y CARIBE,CAMPECHE,FEBRERO,ANIMAL,MOJARRA,ACUACULTURA,NO APLICA,DULCE,CONSUMO HUMANO DIRECTO,PESQUERIA ACUACULTURAL,50,50,"1,750"
2022,GOLFO Y CARIBE,CAMPECHE,FEBRERO,ANIMAL,MOJARRA,ACUACULTURA,NO APLICA,DULCE,CONSUMO HUMANO DIRECTO,SISTEMAS CONTROLADOS,"92,120","92,120","5,040,158"
2022,GOLFO Y CARIBE,CAMPECHE,FEBRERO,ANIMAL,MOJARRA,CAPTURA,NO APLICA,DULCE,CONSUMO HUMANO DIRECTO,NO APLICA,"1,589","1,589","85,182"
2022,GOLFO Y CARIBE,CAMPECHE,FEBRERO,ANIMAL,MOJARRA,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"7,897","8,007","74,784"
2022,GOLFO Y CARIBE,CAMPECHE,FEBRERO,ANIMAL,OTRAS,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"264,735","252,226","12,523,384"
2022,GOLFO Y CARIBE,CAMPECHE,FEBRERO,ANIMAL,PÁMPANO,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"13,411","13,429","307,020"
2022,GOLFO Y CARIBE,CAMPECHE,FEBRERO,ANIMAL,PARGO,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"27,013","27,316","1,155,817"
2022,GOLFO Y CARIBE,CAMPECHE,FEBRERO,ANIMAL,PETO,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"18,175","18,390","418,194"
2022,GOLFO Y CARIBE,CAMPECHE,FEBRERO,ANIMAL,RAYA Y SIMILARES,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"47,204","48,292","901,511"
2022,GOLFO Y CARIBE,CAMPECHE,FEBRERO,ANIMAL,ROBALO,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"187,190","188,333","14,945,927"
2022,GOLFO Y CARIBE,CAMPECHE,FEBRERO,ANIMAL,RONCO,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,567,567,"5,835"
2022,GOLFO Y CARIBE,CAMPECHE,FEBRERO,ANIMAL,RUBIA Y VILLAJAIBA,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"24,139","24,139","1,807,754"
2022,GOLFO Y CARIBE,CAMPECHE,FEBRERO,ANIMAL,RUBIO,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"200,121","202,160","4,480,644"
2022,GOLFO Y CARIBE,CAMPECHE,FEBRERO,ANIMAL,SIERRA,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"36,117","36,393","1,004,473"
2022,GOLFO Y CARIBE,CAMPECHE,FEBRERO,ANIMAL,TIBURÓN,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"2,581","2,581","87,855"
2022,GOLFO Y CARIBE,CAMPECHE,FEBRERO,ANIMAL,TRUCHA,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,400,400,"6,000"
2022,GOLFO Y CARIBE,CAMPECHE,FEBRERO,ANIMAL,BAGRE,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,396,396,"4,176"
2022,GOLFO Y CARIBE,CAMPECHE,FEBRERO,ANIMAL,BANDERA,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"64,318","64,318","656,251"
2022,GOLFO Y CARIBE,CAMPECHE,FEBRERO,ANIMAL,BERRUGATA,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"8,161","8,161","70,585"
2022,GOLFO Y CARIBE,CAMPECHE,FEBRERO,ANIMAL,BESUGO,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,980,980,"34,720"
2022,GOLFO Y CARIBE,CAMPECHE,FEBRERO,ANIMAL,BONITO,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"7,302","7,302","69,614"
2022,GOLFO Y CARIBE,CAMPECHE,FEBRERO,ANIMAL,CAMARÓN,CAPTURA,MAR ABIERTO,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"81,425","81,425","5,710,477"
2022,GOLFO Y CARIBE,CAMPECHE,FEBRERO,ANIMAL,CARPA,CAPTURA,NO APLICA,DULCE,CONSUMO HUMANO DIRECTO,NO APLICA,336,336,"1,008"
2022,GOLFO Y CARIBE,CAMPECHE,FEBRERO,ANIMAL,CAZÓN,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"4,347","4,347","86,634"
2022,GOLFO Y CARIBE,CAMPECHE,FEBRERO,ANIMAL,CINTILLA,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,472,472,"4,691"
2022,GOLFO Y CARIBE,CAMPECHE,FEBRERO,ANIMAL,CORVINA,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"78,811","78,811","2,719,760"
2022,GOLFO Y CARIBE,CAMPECHE,FEBRERO,ANIMAL,ESMEDREGAL,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"1,464","1,464","107,912"
2022,GOLFO Y CARIBE,CAMPECHE,FEBRERO,ANIMAL,FAUNA DE ACOMPAÑAMIENTO,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO INDIRECTO,NO APLICA,743,877,"3,715"
2022,GOLFO Y CARIBE,CAMPECHE,FEBRERO,ANIMAL,GUACHINANGO,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"14,655","14,655","537,888"
2022,GOLFO Y CARIBE,CAMPECHE,FEBRERO,ANIMAL,JAIBA,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,"48,294","48,294","492,904"
