ANO,LITORAL,ENTIDAD,MES,GRUPO,NOMBREPRINCIPALESPECIE,ORIGEN,ORIGEN DEL CAMARON,TIPOGUA,DESTINO,ACUACULTURA,PESO DESEMBARCADO (KG),PESO VIVO (KG),VALOR (PESOS)
2012,PACIFICO,BAJA CALIFORNIA,ENERO,ANIMAL,ABULON,ACUACULTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,SISTEMAS CONTROLADOS,3197.72,3197.72,699636
2012,PACIFICO,BAJA CALIFORNIA,ENERO,ANIMAL,ABULON,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,16690,19795,6342730
2012,PACIFICO,BAJA CALIFORNIA,FEBRERO,ANIMAL,ABULON,ACUACULTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,SISTEMAS CONTROLADOS,4827.66,4827.66,1079048
2012,PACIFICO,BAJA CALIFORNIA,FEBRERO,ANIMAL,ABULON,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,17480,20391.8,6481990
2012,PACIFICO,BAJA CALIFORNIA,MARZO,ANIMAL,ABULON,ACUACULTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,SISTEMAS CONTROLADOS,7839.12,7839.12,1606736
2012,PACIFICO,BAJA CALIFORNIA,MARZO,ANIMAL,ABULON,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,3250,7735,3071250
2012,PACIFICO,BAJA CALIFORNIA,ABRIL,ANIMAL,ABULON,ACUACULTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,SISTEMAS CONTROLADOS,4081.44,4081.44,834432
2012,PACIFICO,BAJA CALIFORNIA,ABRIL,ANIMAL,ABULON,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,22214.5,25664.5,8108968
2012,PACIFICO,BAJA CALIFORNIA,MAYO,ANIMAL,ABULON,ACUACULTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,SISTEMAS CONTROLADOS,3500,3500,700000
2012,PACIFICO,BAJA CALIFORNIA,MAYO,ANIMAL,ABULON,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,19249,24244.6,7982176
2012,PACIFICO,BAJA CALIFORNIA,JUNIO,ANIMAL,ABULON,ACUACULTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,SISTEMAS CONTROLADOS,3507,3507,702100
2012,PACIFICO,BAJA CALIFORNIA,JUNIO,ANIMAL,ABULON,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,21837,26709.78,8682147
2012,PACIFICO,BAJA CALIFORNIA,JULIO,ANIMAL,ABULON,ACUACULTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,SISTEMAS CONTROLADOS,11760,11760,2397400
2012,PACIFICO,BAJA CALIFORNIA,JULIO,ANIMAL,ABULON,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,1492,1492,435664
2012,PACIFICO,BAJA CALIFORNIA,AGOSTO,ANIMAL,ABULON,ACUACULTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,SISTEMAS CONTROLADOS,6255,6255,1486500
2012,PACIFICO,BAJA CALIFORNIA,SEPTIEMBRE,ANIMAL,ABULON,ACUACULTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,SISTEMAS CONTROLADOS,5045,5045,1163500
2012,PACIFICO,BAJA CALIFORNIA,OCTUBRE,ANIMAL,ABULON,ACUACULTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,SISTEMAS CONTROLADOS,6450,6450,1445000
2012,PACIFICO,BAJA CALIFORNIA,NOVIEMBRE,ANIMAL,ABULON,ACUACULTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,SISTEMAS CONTROLADOS,2150,2150,435000
2012,PACIFICO,BAJA CALIFORNIA,DICIEMBRE,ANIMAL,ABULON,ACUACULTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,SISTEMAS CONTROLADOS,5225,5225,1045000
2012,PACIFICO,BAJA CALIFORNIA SUR,MARZO,ANIMAL,ABULON,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,16374,38970.12,4299397
2012,PACIFICO,BAJA CALIFORNIA SUR,ABRIL,ANIMAL,ABULON,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,30802,73308.76,8707146
2012,PACIFICO,BAJA CALIFORNIA SUR,MAYO,ANIMAL,ABULON,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,50236,119561.68,13877462
2012,PACIFICO,BAJA CALIFORNIA SUR,JUNIO,ANIMAL,ABULON,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,25778,61351.64,6817728
2012,PACIFICO,BAJA CALIFORNIA SUR,JULIO,ANIMAL,ABULON,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,8939.4,21275.772,2592450
2012,PACIFICO,BAJA CALIFORNIA SUR,AGOSTO,ANIMAL,ABULON,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,3366,8011.08,1060750
2012,PACIFICO,BAJA CALIFORNIA SUR,SEPTIEMBRE,ANIMAL,ABULON,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,1514.4,3604.272,378600
2012,PACIFICO,BAJA CALIFORNIA,ENERO,VEGETAL,ALGAS,CAPTURA,NO APLICA,SALOBRE / MARINA,USO INDUSTRIAL,NO APLICA,16149,41149,103058
2012,PACIFICO,BAJA CALIFORNIA,FEBRERO,VEGETAL,ALGAS,CAPTURA,NO APLICA,SALOBRE / MARINA,USO INDUSTRIAL,NO APLICA,6334,19084,40088
2012,PACIFICO,BAJA CALIFORNIA,MARZO,VEGETAL,ALGAS,CAPTURA,NO APLICA,SALOBRE / MARINA,USO INDUSTRIAL,NO APLICA,46860,55360,288020
