ANO,LITORAL,ENTIDAD,MES,GRUPO,NOMBREPRINCIPALESPECIE,ORIGEN,ORIGEN DEL CAMARON,TIPOGUA,DESTINO,ACUACULTURA,PESO DESEMBARCADO (KG),PESO VIVO (KG),VALOR (PESOS)
2018,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,ANCHOVETA,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,292.5,308.5,2654.41736
2018,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,BAGRE,CAPTURA,NO APLICA,DULCE,CONSUMO HUMANO DIRECTO,NO APLICA,334.4,334.4,1814.109526
2018,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,BAGRE,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,6765.52,6765.52,52186.46189
2018,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,BANDERA,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,152706.8,152706.8,1390232.571
2018,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,BERRUGATA,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,23780.4,23780.4,140230.0474
2018,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,BESUGO,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,4430.8,4430.8,178721.3422
2018,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,BONITO,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,72842.96,72842.96,463722.6963
2018,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,CABRILLA,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,1801.2,1801.2,37387.61513
2018,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,CAMARON,ACUACULTURA,CULTIVO,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,SISTEMAS CONTROLADOS,3892,3892,243415.3354
2018,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,CAMARON,CAPTURA,MAR ABIERTO,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,309804.41,338455.01,15628701.11
2018,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,CARPA,CAPTURA,NO APLICA,DULCE,CONSUMO HUMANO DIRECTO,NO APLICA,8808.4,8808.4,19441.96366
2018,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,CAZON,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,16811.2,16811.2,312741.0252
2018,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,CHARAL,CAPTURA,NO APLICA,DULCE,CONSUMO HUMANO DIRECTO,NO APLICA,54171,54171,208490.2636
2018,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,CHARAL,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,16205,16205,95457.21559
2018,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,CORVINA,ACUACULTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,SISTEMAS CONTROLADOS,840,840,42178.01124
2018,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,CORVINA,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,225855.28,225855.28,4479133.659
2018,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,ESMEDREGAL,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,1913.68,1913.68,59996.92218
2018,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,FAUNA DE ACOMPAÑAMIENTO,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO INDIRECTO,NO APLICA,3280.68,3636.18,16337.99618
2018,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,FAUNA DE ACOMPAÑAMIENTO,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,17697.03,17697.03,20855.82258
2018,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,GUACHINANGO,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,66598.2,66598.2,2915685.528
2018,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,JAIBA,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,475940.88,475940.88,5160974.432
2018,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,JUREL,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,802562.36,803664.56,5705035.341
2018,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,LANGOSTINO,CAPTURA,NO APLICA,DULCE,CONSUMO HUMANO DIRECTO,NO APLICA,2907.76,2907.76,66639.11147
2018,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,LEBRANCHA,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,2167.52,2167.52,13292.68122
2018,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,LISA,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,74806.88,74806.88,876666.4897
2018,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,MERO,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,111669.95,111669.95,4473700.696
2018,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,MOJARRA,ACUACULTURA,NO APLICA,DULCE,CONSUMO HUMANO DIRECTO,PESQUERIA ACUACULTURAL,11173.95,11173.95,165267.109
2018,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,MOJARRA,ACUACULTURA,NO APLICA,DULCE,CONSUMO HUMANO DIRECTO,SISTEMAS CONTROLADOS,232534.8,232534.8,6987340.658
2018,GOLFO Y CARIBE,CAMPECHE,ENERO,ANIMAL,MOJARRA,CAPTURA,NO APLICA,DULCE,CONSUMO HUMANO DIRECTO,NO APLICA,2938.02,2938.02,63344.51239
