ANO,LITORAL,ENTIDAD,MES,GRUPO,NOMBREPRINCIPALESPECIE,ORIGEN,ORIGEN DEL CAMARON,TIPOGUA,DESTINO,ACUACULTURA,PESO DESEMBARCADO (KG),PESO VIVO (KG),VALOR (PESOS)
2013,PACIFICO,BAJA CALIFORNIA,ENERO,ANIMAL,ABULON,ACUACULTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,SISTEMAS CONTROLADOS,3660.979582,3660.979582,846220.4059
2013,PACIFICO,BAJA CALIFORNIA,ENERO,ANIMAL,ABULON,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,9318.964478,11457.96448,3914738.89
2013,PACIFICO,BAJA CALIFORNIA,FEBRERO,ANIMAL,ABULON,ACUACULTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,SISTEMAS CONTROLADOS,3306.691235,3306.691235,661338.247
2013,PACIFICO,BAJA CALIFORNIA,FEBRERO,ANIMAL,ABULON,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,14140.82888,16887.02888,5679517.369
2013,PACIFICO,BAJA CALIFORNIA,MARZO,ANIMAL,ABULON,ACUACULTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,SISTEMAS CONTROLADOS,4216.031325,4216.031325,933126.8915
2013,PACIFICO,BAJA CALIFORNIA,MARZO,ANIMAL,ABULON,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,8557.244532,10144.24453,3427550.8
2013,PACIFICO,BAJA CALIFORNIA,ABRIL,ANIMAL,ABULON,ACUACULTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,SISTEMAS CONTROLADOS,4960.036853,4960.036853,992007.3706
2013,PACIFICO,BAJA CALIFORNIA,ABRIL,ANIMAL,ABULON,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,9588.223621,10504.54362,3407386.102
2013,PACIFICO,BAJA CALIFORNIA,MAYO,ANIMAL,ABULON,ACUACULTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,SISTEMAS CONTROLADOS,4487.652391,4487.652391,938991.3513
2013,PACIFICO,BAJA CALIFORNIA,MAYO,ANIMAL,ABULON,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,17396.1483,18645.7383,5970369.559
2013,PACIFICO,BAJA CALIFORNIA,JUNIO,ANIMAL,ABULON,ACUACULTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,SISTEMAS CONTROLADOS,4306.965334,4306.965334,954663.2573
2013,PACIFICO,BAJA CALIFORNIA,JUNIO,ANIMAL,ABULON,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,19935.80527,25586.90527,7830723.697
2013,PACIFICO,BAJA CALIFORNIA,JULIO,ANIMAL,ABULON,ACUACULTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,SISTEMAS CONTROLADOS,7262.911106,7262.911106,1501493.61
2013,PACIFICO,BAJA CALIFORNIA,JULIO,ANIMAL,ABULON,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,1629.726395,3534.126395,1336375.643
2013,PACIFICO,BAJA CALIFORNIA,AGOSTO,ANIMAL,ABULON,ACUACULTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,SISTEMAS CONTROLADOS,7086.947894,7086.947894,1454126.753
2013,PACIFICO,BAJA CALIFORNIA,SEPTIEMBRE,ANIMAL,ABULON,ACUACULTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,SISTEMAS CONTROLADOS,5160.800249,5160.800249,1032160.05
2013,PACIFICO,BAJA CALIFORNIA,OCTUBRE,ANIMAL,ABULON,ACUACULTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,SISTEMAS CONTROLADOS,8266.728088,8266.728088,1701957.752
2013,PACIFICO,BAJA CALIFORNIA,NOVIEMBRE,ANIMAL,ABULON,ACUACULTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,SISTEMAS CONTROLADOS,10703.87762,10703.87762,1396373.194
2013,PACIFICO,BAJA CALIFORNIA,DICIEMBRE,ANIMAL,ABULON,ACUACULTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,SISTEMAS CONTROLADOS,4487.652391,4487.652391,897530.4781
2013,PACIFICO,BAJA CALIFORNIA,DICIEMBRE,ANIMAL,ABULON,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,472.3844622,1024.384462,387355.259
2013,PACIFICO,BAJA CALIFORNIA SUR,ENERO,ANIMAL,ABULON,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,1888,4493.44,339840
2013,PACIFICO,BAJA CALIFORNIA SUR,MARZO,ANIMAL,ABULON,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,3840.85,9141.223,1176723
2013,PACIFICO,BAJA CALIFORNIA SUR,ABRIL,ANIMAL,ABULON,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,27057.96,64397.9448,9514331.349
2013,PACIFICO,BAJA CALIFORNIA SUR,MAYO,ANIMAL,ABULON,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,36169,86082.22,11390164.75
2013,PACIFICO,BAJA CALIFORNIA SUR,JUNIO,ANIMAL,ABULON,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,31199.5,74254.81,10579656.69
2013,PACIFICO,BAJA CALIFORNIA SUR,JULIO,ANIMAL,ABULON,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,28085,66635.3,6587534
2013,PACIFICO,BAJA CALIFORNIA SUR,AGOSTO,ANIMAL,ABULON,CAPTURA,NO APLICA,SALOBRE / MARINA,CONSUMO HUMANO DIRECTO,NO APLICA,3543,8432.34,1157550
2013,PACIFICO,BAJA CALIFORNIA,ENERO,VEGETAL,ALGAS,CAPTURA,NO APLICA,SALOBRE / MARINA,USO INDUSTRIAL,NO APLICA,19196.54012,58590.54012,124975.3931
2013,PACIFICO,BAJA CALIFORNIA,FEBRERO,VEGETAL,ALGAS,CAPTURA,NO APLICA,SALOBRE / MARINA,USO INDUSTRIAL,NO APLICA,33014.99261,68764.99261,147476.3713
2013,PACIFICO,BAJA CALIFORNIA,MARZO,VEGETAL,ALGAS,CAPTURA,NO APLICA,SALOBRE / MARINA,USO INDUSTRIAL,NO APLICA,101684.0613,244684.0613,711788.4288
2013,PACIFICO,BAJA CALIFORNIA,ABRIL,VEGETAL,ALGAS,CAPTURA,NO APLICA,SALOBRE / MARINA,USO INDUSTRIAL,NO APLICA,223699.0571,408699.0571,1896339.785
2013,PACIFICO,BAJA CALIFORNIA,MAYO,VEGETAL,ALGAS,CAPTURA,NO APLICA,SALOBRE / MARINA,USO INDUSTRIAL,NO APLICA,298096.9156,746346.9156,1839325.563
2013,PACIFICO,BAJA CALIFORNIA,JUNIO,VEGETAL,ALGAS,CAPTURA,NO APLICA,SALOBRE / MARINA,USO INDUSTRIAL,NO APLICA,273602.6163,497952.6163,988502.3031
2013,PACIFICO,BAJA CALIFORNIA,JULIO,VEGETAL,ALGAS,CAPTURA,NO APLICA,SALOBRE / MARINA,USO INDUSTRIAL,NO APLICA,292806.9934,855056.9934,1931605.318
2013,PACIFICO,BAJA CALIFORNIA,AGOSTO,VEGETAL,ALGAS,CAPTURA,NO APLICA,SALOBRE / MARINA,USO INDUSTRIAL,NO APLICA,195564.5076,309774.5076,1338912.631
2013,PACIFICO,BAJA CALIFORNIA,SEPTIEMBRE,VEGETAL,ALGAS,CAPTURA,NO APLICA,SALOBRE / MARINA,USO INDUSTRIAL,NO APLICA,325183.2768,662058.2768,1762964.555
